DATAFLOW,FREQ: Frequency,YEARS: Year,MONTH: Month,TEMPERATURE: Temperature,MUNICIPALITY: Municipality,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_MONTH_2: Note Month 2,NOTE_MONTH_1: Note Month 1,NOTE_TEMPERATURE_2: Note Temperature 2,NOTE_TEMPERATURE_1: Note Temperature 1,NOTE_MUNICIPALITY_2: Note Municipality 2,NOTE_MUNICIPALITY_1: Note Municipality 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_A2101(1.1),A: Annual,1993: 1993,SL08: July,T02: Minimum temperatures,S01: Luxembourg-City,2021,4.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1982: 1982,SL06: May,T02: Minimum temperatures,S03: Grevenmacher,2021,-0.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2002: 2002,SL01: 12 month average,T01: Maximum temperatures,S03: Grevenmacher,2021,23.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1969: 1969,SL10: September,T02: Minimum temperatures,S01: Luxembourg-City,2021,3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1997: 1997,SL12: November,T02: Minimum temperatures,S02: Clervaux,2021,-2.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991: 1991,SL07: June,T01: Maximum temperatures,S01: Luxembourg-City,2021,22.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2016: 2016,SL11: October,T01: Maximum temperatures,S01: Luxembourg-City,2021,18.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1986: 1986,SL09: August,T01: Maximum temperatures,S01: Luxembourg-City,2021,34.7,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2016: 2016,SL11: October,T02: Minimum temperatures,S02: Clervaux,2021,0.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1989: 1989,SL06: May,T02: Minimum temperatures,S02: Clervaux,2021,,,,,,,,"S02: Since january 1996, Station of Dahl.",,l: Not available,1: One
LU1:DF_A2101(1.1),A: Annual,2016: 2016,SL13: December,T01: Maximum temperatures,S03: Grevenmacher,2021,10.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1976: 1976,SL12: November,T01: Maximum temperatures,S01: Luxembourg-City,2021,13.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1980: 1980,SL05: April,T01: Maximum temperatures,S03: Grevenmacher,2021,23.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL08: July,T01: Maximum temperatures,S03: Grevenmacher,2021,30.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971: 1971,SL01: 12 month average,T02: Minimum temperatures,S01: Luxembourg-City,2021,-1.39,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2015: 2015,SL06: May,T01: Maximum temperatures,S03: Grevenmacher,2021,27.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1976: 1976,SL13: December,T01: Maximum temperatures,S03: Grevenmacher,2021,9,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1951-1980: 1951-1980,SL07: June,T02: Minimum temperatures,S03: Grevenmacher,2021,3.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2004: 2004,SL02: January,T02: Minimum temperatures,S03: Grevenmacher,2021,-11.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1968: 1968,SL05: April,T02: Minimum temperatures,S03: Grevenmacher,2021,-5.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1978: 1978,SL04: March,T01: Maximum temperatures,S03: Grevenmacher,2021,16.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1985: 1985,SL03: February,T02: Minimum temperatures,S03: Grevenmacher,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL09: August,T01: Maximum temperatures,S03: Grevenmacher,2021,31.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1989: 1989,SL06: May,T01: Maximum temperatures,S01: Luxembourg-City,2021,29.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1969: 1969,SL01: 12 month average,T02: Minimum temperatures,S03: Grevenmacher,2021,-1.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1981: 1981,SL12: November,T01: Maximum temperatures,S03: Grevenmacher,2021,14.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1976: 1976,SL12: November,T02: Minimum temperatures,S02: Clervaux,2021,-4.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1987: 1987,SL03: February,T02: Minimum temperatures,S01: Luxembourg-City,2021,-14.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL07: June,T01: Maximum temperatures,S01: Luxembourg-City,2021,29,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1981-2010: 1981-2010,SL03: February,T02: Minimum temperatures,S02: Clervaux,2021,-9.44,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1972: 1972,SL08: July,T01: Maximum temperatures,S01: Luxembourg-City,2021,32.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1977: 1977,SL07: June,T02: Minimum temperatures,S03: Grevenmacher,2021,3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1974: 1974,SL11: October,T01: Maximum temperatures,S02: Clervaux,2021,10,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1975: 1975,SL05: April,T02: Minimum temperatures,S02: Clervaux,2021,-5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1997: 1997,SL12: November,T01: Maximum temperatures,S01: Luxembourg-City,2021,13,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2012: 2012,SL08: July,T02: Minimum temperatures,S03: Grevenmacher,2021,7.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2020: 2020,SL04: March,T02: Minimum temperatures,S03: Grevenmacher,2021,-2.72,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1951-1980: 1951-1980,SL06: May,T01: Maximum temperatures,S01: Luxembourg-City,2021,26.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1964: 1964,SL13: December,T02: Minimum temperatures,S03: Grevenmacher,2021,-9.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1990: 1990,SL01: 12 month average,T02: Minimum temperatures,S03: Grevenmacher,2021,-0.1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1993: 1993,SL07: June,T02: Minimum temperatures,S01: Luxembourg-City,2021,3.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1978: 1978,SL13: December,T01: Maximum temperatures,S01: Luxembourg-City,2021,12.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1999: 1999,SL04: March,T01: Maximum temperatures,S03: Grevenmacher,2021,19.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2009: 2009,SL12: November,T01: Maximum temperatures,S02: Clervaux,2021,13.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1981: 1981,SL10: September,T01: Maximum temperatures,S01: Luxembourg-City,2021,24,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1962: 1962,SL11: October,T01: Maximum temperatures,S01: Luxembourg-City,2021,23.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2006: 2006,SL03: February,T02: Minimum temperatures,S03: Grevenmacher,2021,-8.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2013: 2013,SL03: February,T02: Minimum temperatures,S02: Clervaux,2021,-7.4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1964: 1964,SL02: January,T01: Maximum temperatures,S01: Luxembourg-City,2021,3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1983: 1983,SL02: January,T01: Maximum temperatures,S03: Grevenmacher,2021,12.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2022: 2022,SL06: May,T01: Maximum temperatures,S02: Clervaux,2021,29,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2022: 2022,SL04: March,T02: Minimum temperatures,S01: Luxembourg-City,2021,-7.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2022: 2022,SL05: April,T02: Minimum temperatures,S03: Grevenmacher,2021,-2.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1987: 1987,SL09: August,T01: Maximum temperatures,S01: Luxembourg-City,2021,30.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2005: 2005,SL03: February,T02: Minimum temperatures,S02: Clervaux,2021,-15.3,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1977: 1977,SL02: January,T01: Maximum temperatures,S02: Clervaux,2021,9.4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1988: 1988,SL07: June,T01: Maximum temperatures,S02: Clervaux,2021,22.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1985: 1985,SL09: August,T02: Minimum temperatures,S02: Clervaux,2021,3.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1973: 1973,SL10: September,T02: Minimum temperatures,S02: Clervaux,2021,4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1992: 1992,SL06: May,T02: Minimum temperatures,S01: Luxembourg-City,2021,-0.7,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1989: 1989,SL01: 12 month average,T02: Minimum temperatures,S03: Grevenmacher,2021,1.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1951-1980: 1951-1980,SL13: December,T02: Minimum temperatures,S03: Grevenmacher,2021,-9.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2020: 2020,SL08: July,T01: Maximum temperatures,S01: Luxembourg-City,2021,34.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1988: 1988,SL06: May,T02: Minimum temperatures,S03: Grevenmacher,2021,2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1975: 1975,SL02: January,T01: Maximum temperatures,S02: Clervaux,2021,12.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2007: 2007,SL03: February,T01: Maximum temperatures,S01: Luxembourg-City,2021,14.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1983: 1983,SL06: May,T02: Minimum temperatures,S03: Grevenmacher,2021,3.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971-2000: 1971-2000,SL03: February,T01: Maximum temperatures,S02: Clervaux,2021,10.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1977: 1977,SL01: 12 month average,T02: Minimum temperatures,S03: Grevenmacher,2021,-1.81,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1988: 1988,SL06: May,T01: Maximum temperatures,S03: Grevenmacher,2021,27.1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1987: 1987,SL09: August,T02: Minimum temperatures,S02: Clervaux,2021,2.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991-2020: 1991-2020,SL05: April,T01: Maximum temperatures,S03: Grevenmacher,2021,24.63866667,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1983: 1983,SL07: June,T01: Maximum temperatures,S02: Clervaux,2021,26.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2001: 2001,SL11: October,T02: Minimum temperatures,S03: Grevenmacher,2021,6.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991: 1991,SL04: March,T01: Maximum temperatures,S03: Grevenmacher,2021,19,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1979: 1979,SL04: March,T02: Minimum temperatures,S02: Clervaux,2021,-4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1998: 1998,SL11: October,T02: Minimum temperatures,S01: Luxembourg-City,2021,-2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1963: 1963,SL13: December,T02: Minimum temperatures,S03: Grevenmacher,2021,-13.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2013: 2013,SL08: July,T01: Maximum temperatures,S01: Luxembourg-City,2021,33.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2001: 2001,SL11: October,T01: Maximum temperatures,S03: Grevenmacher,2021,25.1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2016: 2016,SL08: July,T01: Maximum temperatures,S03: Grevenmacher,2021,34.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1996: 1996,SL11: October,T02: Minimum temperatures,S02: Clervaux,2021,1,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1982: 1982,SL01: 12 month average,T01: Maximum temperatures,S03: Grevenmacher,2021,21.33,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1965: 1965,SL02: January,T02: Minimum temperatures,S03: Grevenmacher,2021,-4.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2013: 2013,SL08: July,T02: Minimum temperatures,S01: Luxembourg-City,2021,8.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971-2000: 1971-2000,SL02: January,T02: Minimum temperatures,S03: Grevenmacher,2021,-9.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL12: November,T02: Minimum temperatures,S02: Clervaux,2021,-1,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1962: 1962,SL05: April,T01: Maximum temperatures,S01: Luxembourg-City,2021,25,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2003: 2003,SL01: 12 month average,T01: Maximum temperatures,S01: Luxembourg-City,2021,28.98,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971: 1971,SL07: June,T02: Minimum temperatures,S01: Luxembourg-City,2021,6.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1984: 1984,SL02: January,T01: Maximum temperatures,S01: Luxembourg-City,2021,11,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1979: 1979,SL12: November,T02: Minimum temperatures,S01: Luxembourg-City,2021,-6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1972: 1972,SL12: November,T02: Minimum temperatures,S01: Luxembourg-City,2021,-4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1995: 1995,SL06: May,T02: Minimum temperatures,S03: Grevenmacher,2021,0.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2018: 2018,SL08: July,T01: Maximum temperatures,S01: Luxembourg-City,2021,35,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1982: 1982,SL13: December,T01: Maximum temperatures,S02: Clervaux,2021,10,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2015: 2015,SL10: September,T02: Minimum temperatures,S02: Clervaux,2021,2.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1951-1980: 1951-1980,SL11: October,T01: Maximum temperatures,S01: Luxembourg-City,2021,20.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1965: 1965,SL05: April,T01: Maximum temperatures,S03: Grevenmacher,2021,21,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1969: 1969,SL05: April,T01: Maximum temperatures,S01: Luxembourg-City,2021,23,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1981: 1981,SL04: March,T01: Maximum temperatures,S01: Luxembourg-City,2021,20.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2009: 2009,SL05: April,T02: Minimum temperatures,S03: Grevenmacher,2021,0.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991-2020: 1991-2020,SL05: April,T02: Minimum temperatures,S02: Clervaux,2021,-2.572,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971: 1971,SL10: September,T01: Maximum temperatures,S02: Clervaux,2021,23,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1969: 1969,SL07: June,T01: Maximum temperatures,S03: Grevenmacher,2021,28,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1968: 1968,SL10: September,T01: Maximum temperatures,S01: Luxembourg-City,2021,24.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1962: 1962,SL08: July,T01: Maximum temperatures,S02: Clervaux,2021,27.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1992: 1992,SL09: August,T02: Minimum temperatures,S02: Clervaux,2021,8.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2000: 2000,SL03: February,T01: Maximum temperatures,S01: Luxembourg-City,2021,13.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1992: 1992,SL09: August,T01: Maximum temperatures,S03: Grevenmacher,2021,35.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1951-1980: 1951-1980,SL13: December,T01: Maximum temperatures,S03: Grevenmacher,2021,11.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2005: 2005,SL03: February,T01: Maximum temperatures,S02: Clervaux,2021,9.1,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2012: 2012,SL03: February,T01: Maximum temperatures,S01: Luxembourg-City,2021,14.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1965: 1965,SL03: February,T01: Maximum temperatures,S01: Luxembourg-City,2021,4.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1973: 1973,SL10: September,T01: Maximum temperatures,S03: Grevenmacher,2021,33,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1984: 1984,SL01: 12 month average,T02: Minimum temperatures,S03: Grevenmacher,2021,-0.44,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL12: November,T02: Minimum temperatures,S03: Grevenmacher,2021,-4.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971: 1971,SL10: September,T01: Maximum temperatures,S03: Grevenmacher,2021,27,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1994: 1994,SL09: August,T02: Minimum temperatures,S01: Luxembourg-City,2021,2.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1983: 1983,SL06: May,T02: Minimum temperatures,S02: Clervaux,2021,1.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1986: 1986,SL04: March,T01: Maximum temperatures,S02: Clervaux,2021,13.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971: 1971,SL08: July,T01: Maximum temperatures,S01: Luxembourg-City,2021,31.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991-2020: 1991-2020,SL13: December,T02: Minimum temperatures,S01: Luxembourg-City,2021,-8.710666667,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1973: 1973,SL07: June,T02: Minimum temperatures,S01: Luxembourg-City,2021,4.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2005: 2005,SL03: February,T01: Maximum temperatures,S03: Grevenmacher,2021,12,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1972: 1972,SL05: April,T01: Maximum temperatures,S03: Grevenmacher,2021,21.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1963: 1963,SL02: January,T02: Minimum temperatures,S03: Grevenmacher,2021,-15.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1994: 1994,SL11: October,T02: Minimum temperatures,S03: Grevenmacher,2021,-1.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2004: 2004,SL05: April,T02: Minimum temperatures,S01: Luxembourg-City,2021,-1.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2007: 2007,SL06: May,T01: Maximum temperatures,S02: Clervaux,2021,26.3,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1996: 1996,SL11: October,T02: Minimum temperatures,S03: Grevenmacher,2021,-0.1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971-2000: 1971-2000,SL13: December,T02: Minimum temperatures,S01: Luxembourg-City,2021,-8.9,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2015: 2015,SL08: July,T02: Minimum temperatures,S01: Luxembourg-City,2021,3.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2017: 2017,SL10: September,T02: Minimum temperatures,S01: Luxembourg-City,2021,2.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1992: 1992,SL08: July,T02: Minimum temperatures,S03: Grevenmacher,2021,8.1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1964: 1964,SL08: July,T01: Maximum temperatures,S02: Clervaux,2021,33.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2008: 2008,SL01: 12 month average,T01: Maximum temperatures,S02: Clervaux,2021,19.1,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1992: 1992,SL09: August,T01: Maximum temperatures,S02: Clervaux,2021,32.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1998: 1998,SL03: February,T02: Minimum temperatures,S02: Clervaux,2021,-13.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
